Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project description,Project url,Priority,Resolution,Assignee,Reporter,Creator,Created,Updated,Last Viewed,Resolved,Affects Version/s,Affects Version/s,Fix Version/s,Fix Version/s,Component/s,Due Date,Votes,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Description,Environment,Watchers,Watchers,Watchers,Watchers,Watchers,Log Work,Log Work,Original Estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Outward issue link (Blocks),Outward issue link (Child-Issue),Outward issue link (Cloners),Outward issue link (Defect),Outward issue link (Dependent),Outward issue link (Dependent),Outward issue link (Gantt: finish-start),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Custom field (Acceptance Criteria),Custom field (Actor Name),Custom field (Actor Type),Custom field (Approval Category),Custom field (Are business resources available?),Custom field (Asset Status),Custom field (Assets Link),Custom field (BP Year),Custom field (BUIT Lead),Custom field (Business Impact Description),Custom field (Business Value),Custom field (CAR Name),Custom field (CMDB Application ID),Custom field (CO),Custom field (CR),Custom field (Country),Custom field (DARM ID),Custom field (Defect Analysis and Resolution),Custom field (Developer),Custom field (Doc ID),Custom field (Does this impact multiple regions?),Custom field (Environment Affected),Custom field (Environment Information),Custom field (Epic Link),Custom field (Estimated Asset Date),Custom field (Final Asset Delivered Date),Custom field (Final Estimated Cost (USD)),Custom field (Final Estimated Delivery Date),Custom field (Final Estimated Hours),Custom field (Flagged),Custom field (Franchise + Brand),Custom field (Funding Type),Custom field (GDDM Routing Check),Custom field (Governance Body),Custom field (Governance Contact),Custom field (Hosting Provider),Custom field (ICA),Custom field (Initial Estimated Cost (USD)),Custom field (Initial Estimated Delivery Date),Custom field (Initial Estimated Hours),Custom field (Instantis ID),Custom field (Is Campaign Related?),Custom field (Is budget available?),Custom field (Is this request in-line with the business strategy?),Custom field (Is this request in-line with the product strategy?),Custom field (Issue Resolution),Custom field (Latest Summary),Custom field (Link to Feature),Custom field (Migration Information),Custom field (Moscow),Custom field (New URL),Custom field (Number of Languages),Custom field (Number of Pages),Custom field (Number of Templates),Custom field (Owner),Custom field (PEL),Custom field (PMx Project Name),Custom field (Pharma EMEA Functional Area),Custom field (Pharma EMEA Service Change Type),Custom field (Pharma EMEA Submit for backlog refinement),Custom field (Pharma EMEA Test Strategy),Custom field (Product),Custom field (Product Line),Custom field (Proposed Action & Platform),Custom field (Rank),Custom field (Reason),Custom field (Region + Country/Market),Custom field (Requested Go Live),Custom field (Requestor),Custom field (Requirement ID),Custom field (Requirement Status),Custom field (Requirement Type),Custom field (Root Cause),Custom field (SAP Transport),Custom field (SOW/Vendor Ref),Custom field (Scope),"Custom field (Sector, Franchise & Brand)","Custom field (Sector, Product Line, Product & Approach)",Custom field (Service Specialist),Custom field (Severity),Sprint,Sprint,Custom field (Stage of Risk Identification),Custom field (Stage of Risk Impact),Custom field (Story Points),Custom field (Summarized Estimate),Custom field (System Test ID),Custom field (TP ID),Custom field (Target Resolution Date),Custom field (Team Name),Custom field (Team Name),Custom field (Team Name),Custom field (Team Name),Custom field (Team Name),Custom field (Team Name),Custom field (Team Name),Custom field (Team Name),Custom field (Team Name),Custom field (Technical Design URL),Custom field (Technical Risk),Custom field (Technical Risk Comment),Custom field (Tester),Custom field (Tier),Custom field (Traceable to business process),Custom field (UAT Test ID),Custom field (URL),Custom field (Unit Testable),Custom field (Upcoming Brand Activities),Custom field (Visualization),Custom field (Web Hosting Env),Custom field (Web Hosting Subs),Custom field (Work Type),Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment
Map Synthes Territory ID to DePuy Geography + Add UCN,AAKO-6307,1322950,Story,Completed,AAKO,PAYDAY ,software,mmarsh3,,,High,Done,gsauty1,rgreleck,rgreleck,03/Apr/18 4:13 PM,24/Apr/18 6:41 PM,17/Jul/18 3:54 PM,24/Apr/18 6:41 PM,Spine,,Spine,,Targaryen,,0,FirstBU,,,,,,,"As a compensation analyst, I need to have the Synthes and DePuy Territory ID's mapped as they are in v11.  

The Synthes Territory ID is used to look-up and populate additional fields that are critical to Synthes JDE and Spine JDE processing.

This field is used as a cross-reference between Synthes Spine and DePuy Spine Area and Region IDs, as they are not able to use the same numbering conventions.  Based on the data we have seen, the Territory IDs are all the same
 ",,rgreleck,,,,,,,,0,,,115200,0,133200,,,,,,,,,,,,03/Apr/18 4:16 PM;rgreleck;FW Castle Black Escalation - Synthes Territory ID not in Optymyze.msg;https://jira.jnj.com/secure/attachment/547628/FW+Castle+Black+Escalation+-+Synthes+Territory+ID+not+in+Optymyze.msg,10/Apr/18 8:56 AM;rgreleck;Geography Master v11 4-10-2018.xls;https://jira.jnj.com/secure/attachment/553345/Geography+Master+v11+4-10-2018.xls,,,,,,,,,," Note:  from 4-13-18 - will not use separate table - but update the existing GEO Master instead to include the mapping of Depuy ID and Synthes ID as well as add UCN 
-------------------- 
1) Update Portal View for maintenace - 
i) Synthes ID (freeform -  the same Synthes ID CAN be assoc to multiple DePuy ID)
ii) UCN must be valid against Customer Master 
iii) If Geo level-1 then Geo ID and Synthes ID must be same
    Martell? -   Update to Bulk Load History from v11   
2)  Update to load GEO Master 
     Add same new fields to template
     Same Validations - Kickout records with errors - (other records are preserved?  Duplicate record process and also check on the End Date logic if Name changes  -AP to check)  same process as developed. 
3) SOX update:  Compare the GEO Master to the Freeze table.  Add 2 new comparisons and 2 flags to indicate that the new fields have changed. 
4) Regression Test
5) Update to Geography entity to include the new fields
-------------------------------------------------
1) Creation of a new table GEO ID to Synthes ID
2)  Creating Portal view for viewing and add capability
i) Determine if Synthes ID need to be validated
ii) Restricting Geo ID to be Spine ID
iii) If Geo level-1 then Geo ID and Synthes ID must be same
3)  Add Audit data Updated By,  Updated Date 
4)  Load History from v11
5) Validation to compare Geo Master for Spine geography not present in crosswalk table


See Attached Xcel of Geography Master exported from v11 4-10-18
See Attached email from Castle Black decision",,,NONE,,,,,,,,,,,,,,,,,,,,AAKO-4889,,,,,,,,,,,,,,,,,,,,,,Done,,,,,,,,,,,,,,,,,,,1|hz6ej3:,,,,,,,,,,,,,,,,AAKO-Targaryen - Bandhavgarh.1,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Improving Portal Processing Time ,AAKO-6233,1312718,Story,Completed,AAKO,PAYDAY ,software,mmarsh3,,,High,Done,adesai33,BSobczy2,BSobczy2,29/Mar/18 9:05 AM,12/Apr/18 7:11 AM,17/Jul/18 3:54 PM,12/Apr/18 7:11 AM,Spine,,Spine,,Lannister,,0,spine,,,,,,,Improving Portal Processing Time for all Metric Types ,,BSobczy2,,,,,,,,0,,,120600,0,109800,,,,,,,,,,,,,,,,,,,,,,,See file attached! ,,,NONE,,,,,,,,,,,,,,,,,,,,AAKO-4906,,,,,,,,,,,,,,,,,,,,,,Done,,,,,,,,,,,,,,,,,,,1|ht0ief:,,,,,,,,,,,,,,,,AAKO - Lannister -B'ghar.IP,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Enable ability to Inactivate WWID to Summary Records,AAKO-6208,1305746,Story,Open,AAKO,PAYDAY ,software,mmarsh3,,,High,,,rgreleck,rgreleck,27/Mar/18 12:11 PM,14/Jun/18 1:22 PM,17/Jul/18 3:54 PM,,Trauma,,Trauma,,Lannister,,0,DPS,,,,,,,"As a compensation analyst, I will need the ability to delete WWID to Summary records in the event a Rep is aligned to a Component that he should not be.  
Changing the start and end dates to 9999/12/31 no longer works. ",,BSobczy2,jstanchi,rgreleck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"* InActivate WWID to Summary record - 1 @ time from Portal
* Audit Tracked on Inactivation
* Allow ability to bring back into Activation
",,,NONE,,,,,,,,,,,,,,,,,,,,AAKO-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1|hyzr67:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/Apr/18 6:44 PM;BSobczy2;Robbin like to be included in grooming [~rgreleck],"15/May/18 5:26 PM;jstanchi;Some config-level notes/thoughts after discussion today with Robbin:
 - Add a boolean field to the WWID Summary, ""Active?"", that is manually editable
 - Field default would be Yes (i.e. record is active)
 - If a record is flagged to be Active? = No, this change would be stored in the Manual Change Log in the same way as all other changes
 - If a record is flagged to be Active? = No, this change would be captured in the MCL history in the same way as all other changes
 - WWID Summary DV table would contain all records (active and inactive), but when the WWID Summary DTP posts to the WWID Summary PRM table, it should be filtered to include only the Active? = Yes records
 - Should the WWID Summary MAIN view filter out the Active? = No records and display them in a separate editable view?
 - Should the WWID Summary details view filter out the Active? = No records or would it be better to have all records together in this view?",,,,,,,,,,,,
Enhance Inv Realignment History,AAKO-6207,1306201,Story,Completed,AAKO,PAYDAY ,software,mmarsh3,,,High,Done,AGupt143,rgreleck,rgreleck,27/Mar/18 11:06 AM,06/Apr/18 11:26 AM,17/Jul/18 3:54 PM,06/Apr/18 11:26 AM,Spine,,Spine,,Targaryen,,0,FirstBU,,,,,,,"As a compensation analyst, I want to be able to view Invoice Realignment History for only Credited Invoice Realignments. 
 ",,rgreleck,,,,,,,,0,,,72000,0,61200,,,,,,,,,,,,27/Mar/18 11:10 AM;rgreleck;Inv Realignment - Column Order Analysis v2.xlsx;https://jira.jnj.com/secure/attachment/541374/Inv+Realignment+-+Column+Order+Analysis+v2.xlsx,,,,,,,,,,,"Bring in Entity for Customer Name, Product Name
Create new DV.PRM Invoice Realignment Table to retrieve the data from  PRM.Invoice Realignment table along with the Graft ID, Sales Order, Crediting Amount, Crediting Quantity
See attachment for Fields in View
Only Processed Credited invoices are displayed. ",,,NONE,,,,,,,,,,,,,,,,,,,,AAKO-3963,,,,,,,,,,,,,,,,,,,,,,Done,,,,,,,,,,,,,,,,,,,1|hz0y1r:,,,,,,,,,,,,,,,,AAKO - Targaryen - Acadia.IP,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finalize & Standardize the columns shown in existing test portal views for each metric type (Y),AAKO-6205,1301997,Story,Completed,AAKO,PAYDAY ,software,mmarsh3,,,High,Done,jmadhu,BSobczy2,BSobczy2,26/Mar/18 9:07 AM,26/Apr/18 9:20 AM,17/Jul/18 3:54 PM,26/Apr/18 9:20 AM,Spine,,Spine,,Lannister,,0,FirstBU,,,,,,,"Nee for Compensation Summary

These views which were initially created only as a testing function may need a few columns added to each table (or added downstream in a merge). These are not calculation columns but more information columns about the parameters used in each Plan and Comp.

8 matrices type",,BSobczy2,,,,,,,,0,,,149400,0,149400,,,,,,,,,,,,18/Apr/18 5:12 AM;jmadhu;AAK0-6205.xlsx;https://jira.jnj.com/secure/attachment/561726/AAK0-6205.xlsx,,,,,,,,,,,"Update all the older Metric Types Portal Tables to have all fields required in the Portal Harmonized structure (Anita G.)

+Portal Columns:+
BU Code
WWID
First Name
Last Name
Mid Initial Name
Unique Geo ID
Geography Name
Plan Code
Plan Description
Position Code
Position Description
Component Code
Component Description
Crediting Type
Metric Type
Metric Period
Calculation Period
Payment Frequency
Fiscal Month
__Measures Columns (specific to Metric Type) __
Earnings Before Eligibility
Earnings
Adjustment Value
Projected Earnings
Previous Earnings
Current Period Earnings
Release Cap
Release%
Earnings Due
Prorated Target Earnings",,,NONE,,,,,,,,,,,,,,,,,,,,AAKO-4902,,,,,,,,,,,,,,,,,,,,,,Done,,,,,,,,,,,,,,,,,,,1|ht0ifz:,,,,,,,,,,,,,,,,Lannister - Bandhavgarh.1,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Field Portal - A.4 Updates & Enhancements,AAKO-6204,1301695,Story,Completed,AAKO,PAYDAY ,software,mmarsh3,,,High,Done,szlockie,szlockie,szlockie,26/Mar/18 7:59 AM,26/Apr/18 11:36 AM,17/Jul/18 3:54 PM,26/Apr/18 11:36 AM,Spine,,Spine,,Stark,,0,Spine,,,,,,,"Cosmetic changes to update labels, descriptions, etc for clarity and business understanding
",,sabdulla,szlockie,,,,,,,0,,,82800,0,82800,,,,AAKO-5993,,,,,,,,,,,,,,,,,,,"Placeholder story to account for aesthetic changes, updates, enhancements to existing views or tools.

1) Add ""Share %"" column All Aligned Sales report and all CPD drill downs // follow up happening to bring Share % through crediting process to have the information needed. If this doesn't happen then merge with customer to geography to get the information.
2) Add ""Qty"" column to All Aligned Sales report and all CPD drill downs 
-3) Split ""sales period"" columns to two seperate columns: Month and Year-
-4) Ensure the drill-down rate/exception columns in ""My Participant Plan"" report are pulling from the correct exception tables (see note from Robbin in Stark Channel on Teams)-
5) For all my aligned Sales and Comp progress dashboard drilldowns the sales need to be aligned to the ""PRM Sales Factor table"" -- 
- This is only applicable for ED. Participant ED DTP(developed in 592) needs to be modified.
- The steps to perform the sales factor merge, see operations 82-89 in the participant sales ED and participant sales EDPY DTP. 

6) Split ""my participant plan report"" into two tabs, Current and Historical. (Current should include anything with end date greater than today)
- Both Consultant and Mgr views
- Include any drill downs (-rate exceptions-, customer shares, etc) 
-Per discussion with sarah, hierarchy information can be removed for the exception drilldowns
",,,NONE,,,,,,,,,,,,,,,,,,,,AAKO-3983,,,,,,,,,,,,,,,,,,,,,,Done,,,,,,,,,,,,,,,,,,,1|ht2w2v:,,,,,,,,,,,,,,,,Stark - Bandhavgarh.1,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"04/Apr/18 10:54 AM;sabdulla;[~szlockie] [~ovaleanu] hiding sections in the data form/component view, there is functionality available in update 18.3. Follow up for Castle black in PI Planning B for when that update can be done.","13/Apr/18 12:55 PM;sabdulla;[~szlockie] The following section needs to be considered Out of Scope for this story. I sent this for Castle Black review.

4) Ensure the drill-down rate/exception columns in ""My Participant Plan"" report are pulling from the correct exception tables (see note from Robbin in Stark Channel on Teams)","17/Apr/18 11:49 AM;szlockie;For reference to #3 in AC: Mihail's comment below.

hi Robbin. This is how the periods work out of the box in Optymyze. This is used across the board by all our other clients and coming off v11 the feedback is actually positive. I do wish to understand the scenario you mentioned better and hear about other scenarios, but if this is related to being able to see current and prior dynamic data months, then I believe we should have a better filter for that, using the fiscal month field. There are also options to apply more complex filtering, so I hope this is mostly related to getting more used to the Optymyze way, not sure. I wish we never go there, but just to comment on it, adding a custom configuration to add Month and Year separately, I assess that to be a huge effort - not complex, but a lot of work, considering the vast volume of views.",,,,,,,,,,,
Prevent Invoice Realignment to upper hierarchy levels,AAKO-6198,1298962,Story,Completed,AAKO,PAYDAY ,software,mmarsh3,,,High,Done,gsauty1,rgreleck,rgreleck,23/Mar/18 9:38 AM,28/Mar/18 1:25 PM,17/Jul/18 3:54 PM,28/Mar/18 1:25 PM,Spine,,Spine,,Targaryen,,0,,,,,,,,"As a compensation analyst, I should not be able to realign an invoice to a geography other than a Territory",,rgreleck,,,,,,,,0,,,,0,4320,,,,,,,,,,,,,,,,,,,,,,,Filter on Geography Level 1 when providing Geographies available for realignment. ,,,NONE,,,,,,,,,,,,,,,,,,,,AAKO-3963,,,,,,,,,,,,,,,,,,,,,,Done,,,,,,,,,,,,,,,,,,,1|ht0ia7:,,,,,,,,,,,,,,,,AAKO - Targaryen - Acadia.4,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Upload Inv Realignment @ Invoice / Graft ID level including GEO,AAKO-6183,1296442,Story,Completed,AAKO,PAYDAY ,software,mmarsh3,,,High,Done,gsauty1,rgreleck,rgreleck,22/Mar/18 10:40 AM,22/May/18 5:33 PM,17/Jul/18 3:54 PM,22/May/18 5:33 PM,Spine,,Spine,,Targaryen,,0,FirstBU,PI-B,,,,,,"As a compensation analyst, I want the ability to upload the Invoice Realignment with the Target GEO and have the job submitted directly for realignment without the need for processing a Search - Search Results - Submit for Realignment. 

GOAL:  Bypass needing to select at Optymzye ID level the txns to be realigned and allow user to just specify the Invoice or Sales Order or Graft ID,  Geo, IR Action, Reason",,rgreleck,,,,,,,,0,,,180000,0,194400,,,,,,,,,,,,17/Apr/18 3:36 PM;rgreleck;AAKO-6183 Invoice Realignment Search Upload with Target fields.xlsx;https://jira.jnj.com/secure/attachment/560968/AAKO-6183+Invoice+Realignment+Search+Upload+with+Target+fields.xlsx,06/Apr/18 12:05 PM;rgreleck;Invoice Realignment Search Upload with Target fields.xlsx;https://jira.jnj.com/secure/attachment/551208/Invoice+Realignment+Search+Upload+with+Target+fields.xlsx,,,,,,,,,,"Update to the existing Search Screen - 
Template for Upload - inclusive of target Territory and IR Action, Reason, Comment.  
Only allow the immediate Submit if the Optymyze Txn ID, Invoice #, Graft ID or Sales Order is entered. 
Enhance Process Job  - If data populated with the necessary Target GEO, IR Action, Reason flow to Submitted.    Comment is Optional.   Retrieve the other fields for the Submitted view.  
Search Criteria will be purged once the Invoices are processed.   
When submitted successfully - data will be viewed on the Submitted Invoice Data view. 
+Validation Summary :+  
Only Geography Level 1  Geographies are valid for realignment.
Invoice Number not valid 
No Records found
If any of the Line Items on Invoice are already realigned  - kick them out on the Validation - with reason ---  User could then Cancel and realign. 
Audit:  Submitted By and Date
Same Withdraw and Cancellation capability
",,,NONE,,,,,,,,,,,,,,,,,,,,AAKO-3963,,,,,,,,,,,,,,,,,,,,,,Done,,,,,,,,,,,,,,,,,,,1|hyy7cn:,,,,,,,,,,,,,,,,AAKO-Targaryen - Bandhavgarh.3,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FIX - Enable ""SPN Lifenet Customer Crosswalk"" to receive new records",AAKO-6182,1294424,Story,Completed,AAKO,PAYDAY ,software,mmarsh3,,,High,Done,gsauty1,rgreleck,rgreleck,21/Mar/18 1:55 PM,27/Mar/18 5:42 PM,17/Jul/18 3:54 PM,27/Mar/18 5:42 PM,Spine,,Spine,,Targaryen,,0,FirstBU,,,,,,,"As a data assurance analyst, I want to be able to add records to the SPN Lifenet Customer Crosswalk table.  Currently will not allow any records to be added -  Table Key field is not even present in Portal view.    Expected to be 3 pt fix.  ",,rgreleck,,,,,,,,0,,,97200,0,93600,,,,,,,,,,,,,,,,,,,,,,,"Ability to Add Record
Ability to Edit Record
Prevent Duplicates",,,NONE,,,,,,,,,,,,,,,,,,,,AAKO-4885,,,,,,,,,,,,,,,,,,,,,,Done,,,,,,,,,,,,,,,,,,,1|ht0i9r:,,,,,,,,,,,,,,,,AAKO - Targaryen - Acadia.4,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Create Customer Sales Adjustments - Create Load Process,AAKO-6179,1292759,Story,Completed,AAKO,PAYDAY ,software,mmarsh3,,,High,Done,gsauty1,rgreleck,rgreleck,20/Mar/18 6:47 PM,24/Apr/18 6:18 PM,17/Jul/18 3:54 PM,24/Apr/18 6:18 PM,Spine,,Spine,,Targaryen,,0,FirstBU,,,,,,,"As a compensation analyst, I need to be able to load Sales Adjustment at the Customer Level where there is no Invoice Number so that the sales adjustment will be credited correctly, and applied correctly to the Prior Year Sales in the next year.  ",,rgreleck,,,,,,,,0,,,144000,0,144000,,,,,,,,,,,,,,,,,,,,,,,"Creation of Template  
    Comment in Template to allow for different comments on each uploaded adjustment
Process to Load to Customer Sales Adjustment
Validations:
   Valid Customer
   Valid Product  
Duplicate Error -  On BU/Customer/Lowest Level Product / Crediting Date
Portal Views for the Loads

(Manual Maintenance is out of scope -  New Story Required
Incorrect adjustments once in INP table will require a Negative Adjustment to offset)


",,,NONE,,,,,,,,,,,,,,,,,,,,AAKO-22,,,,,,,,,,,,,,,,,,,,,,Done,,,,,,,,,,,,,,,,,,,1|hyy7g7:,,,,,,,,,,,,,,,,AAKO-Targaryen - Bandhavgarh.1,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/Apr/18 10:49 AM;rgreleck;What are the required fields on the Invoice Sales Adjustment loads? ,"03/Apr/18 2:41 PM;rgreleck;Meeting with Castle Black 4/3. 
4 options - 
1 - use the Sales Adjustment inclusive of Product Code  otherwise it will fall out
2 - use the Sales Adjustment without Product Code - increase in scope to 
3 - new Customer Adjustments - big scope increase  
4 - new crediting where the Product is not required - big scope increase

5 - How will Geo Crediting work with participant crediting at all?? ",,,,,,,,,,,,
Non-Editable Historic view of Invoice Realignments,AAKO-6177,1289296,Story,Completed,AAKO,PAYDAY ,software,mmarsh3,,,High,Done,AGupt143,rgreleck,rgreleck,19/Mar/18 5:55 PM,28/Mar/18 1:24 PM,17/Jul/18 3:54 PM,28/Mar/18 1:24 PM,Spine,,Spine,,Targaryen,,0,FirstBU,,,,,,,"As a data assurance analyst, I want to be able to view the history of Invoice Realignments to aide in sales reconciliations (trouble shooting) and inquiries.  

Expected to be a small story - based on existing Submitted Invoice Realignments - no ability to Cancel or Withdraw realignments. ",,rgreleck,,,,,,,,0,,,4320,0,4320,,,,,,,,,,,,,,,,,,,,,,,"Display ALL Processed Invoice Realignments
No ability to Edit
View to PRM.Invoice Realignment Table",,,NONE,,,,,,,,,,,,,,,,,,,,AAKO-3963,,,,,,,,,,,,,,,,,,,,,,Done,,,,,,,,,,,,,,,,,,,1|ht0i9z:,,,,,,,,,,,,,,,,AAKO - Targaryen - Acadia.4,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DART Update: Inclusion of JDE AB Number columns & cross-reference link,AAKO-6166,1285154,Story,Completed,AAKO,PAYDAY ,software,mmarsh3,,,High,Done,LLaGuerr,szlockie,szlockie,16/Mar/18 9:56 AM,26/Apr/18 11:36 AM,17/Jul/18 3:54 PM,26/Apr/18 11:36 AM,Spine,,Spine,,Stark,,0,FirstBU,,,,,,,"As a DPS field manager, I need to have visibility to all JDE AB numbers associated with a UCN so I can confirm I'm selecting the correct account to request realignment changes on. ",,choffm12,PEdla,szlockie,,,,,,0,,,68400,0,68400,,,,,,,,,,,,21/Mar/18 10:21 AM;szlockie;Legacy Synthes JDE Lookup.png;https://jira.jnj.com/secure/attachment/535804/Legacy+Synthes+JDE+Lookup.png,,,,,,,,,,,"Step 1: Bring in 3 JDE Number columns as part of CUST TO GEO view
Table name - INP-SPN-CUSTOMER crosswalk

Step 2: Have a blue hyperlink to take you to the JDE-Customer crosswalk table

Step 3: Build hyperlink on Customer number from Crosswalk to take you the DART alignment

Step 4: Adding Product Description to DART view

Step 5: Testing of DART links under the MY JJMD Max portal

We will add columns for storing up to 3 JDE numbers in the """"Cust to Geo"" workflow (not the ""Individual UCN Workflow"")
The JDE columns will only be populated for MDM customers to Spine geographies alignments
We will still have the blue link for Legacy Synthes to UCN
All JDE numbers will be merged with customer to geography when sending alignment data downstream

Additionally, for the few accounts that have more than 3 JDE numbers, we will provide a supplementary cross-reference link to allow them to look up any numbers not shown in the 3 added columns (see attached screenshot Ovi provided).

Also need to add in a Product Line Description column and update all current ""Customer"" column headers to ""Customer Number"" (to remain consistent with other reports)
",,,NONE,,,,,,,,,,,,,,,,,,,,AAKO-3983,,,,,,,,,,,,,,,,,,,,,,Done,,,,,,,,,,,,,,,,,,,1|ht2w33:,,,,,,,,,,,,,,,,Stark - Bandhavgarh.1,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,20/Mar/18 8:42 AM;szlockie;Include Rick W and Joe S for refinement per their request,"02/Apr/18 9:17 AM;PEdla;Scenario 1: Bring in 3 JDE No columns as part of CUST TO GEO view

Scenario 2: Have a link on UCN customer no under JDE lookup blue link

Scenario 3: Product description attribute addition

Scenario 4: Testing of DART links under the MY JJMD Max portal ","03/Apr/18 2:40 PM;choffm12;Based on the Principles discussion on 4/3:

We need to bring the 3 JDE numbers into the data transformation ENT-Customer.  The 3 records need to be converted to columns and added to the ENT table.  This way, no changes are made to the customer to geo table.  You just need to update the DART views to add the 3 columns from the ENT-Customer.  The cross walk drill down is still needed",,,,,,,,,,,
Enhancement Placeholder - all align Sales Transaction - DTP (Delta Logic) Part 5 ,AAKO-6087,1282710,Story,Completed,AAKO,PAYDAY ,software,mmarsh3,,,High,Done,szlockie,zquasney,mmarsh3,15/Mar/18 11:20 AM,29/Mar/18 9:39 AM,17/Jul/18 3:54 PM,29/Mar/18 9:39 AM,Spine,,Spine,,Stark,,0,FirstBU,,,,,,,"As Field User, I would like to see exactly the same output in the comp progress dashboard and all associated drill throughs, except with better system performance, so that I can ensure the system can support these reports whenever I need them.  
",,mmarsh3,,,,,,,,0,,,28800,0,25200,,,,AAKO-6086,,,,,,,,15/Mar/18 11:20 AM;mmarsh3;Comp Progress Dashboard Summary 2018-02-22.pdf;https://jira.jnj.com/secure/attachment/530580/Comp+Progress+Dashboard+Summary+2018-02-22.pdf,,,,,,,,,,,"Delta logic is created as laid out in the attachment
The exact same output from a user perspective as the previous stories in Sprint 2 (leverage same UAT script)
A noticeable difference in Job Processing times as opposed to the old runs (must document benchmark and improvement in UAT results).  ",,,NONE,,,,,,,,,,,,,,,,,,,,AAKO-3983,,,,,,,,,,,,,,,,,,,,,,Done,,,,,,,,,,,,,,,,,,,1|ht0isf:,,,,,,,,,,,,,,,,AAKO - Stark - Acadia.4,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Enhancement Placeholder - all align Sales Transaction - DTP (Delta Logic) Part 4 ,AAKO-6086,1282709,Story,Completed,AAKO,PAYDAY ,software,mmarsh3,,,High,Done,szlockie,zquasney,mmarsh3,15/Mar/18 11:20 AM,29/Mar/18 9:39 AM,17/Jul/18 3:54 PM,29/Mar/18 9:39 AM,Spine,,Spine,,Stark,,0,FirstBU,,,,,,,"As Field User, I would like to see exactly the same output in the comp progress dashboard and all associated drill throughs, except with better system performance, so that I can ensure the system can support these reports whenever I need them.  ",,mmarsh3,,,,,,,,0,,,39600,0,39600,,,,AAKO-6085,,,,,,,,15/Mar/18 11:20 AM;mmarsh3;Comp Progress Dashboard Summary 2018-02-22.pdf;https://jira.jnj.com/secure/attachment/530579/Comp+Progress+Dashboard+Summary+2018-02-22.pdf,15/Mar/18 11:55 AM;JTayser;Sales Harmonized - All inputs V3.xlsx;https://jira.jnj.com/secure/attachment/530665/Sales+Harmonized+-+All+inputs+V3.xlsx,,,,,,,,,,"Delta logic is created as laid out in the attachment
The exact same output from a user perspective as the previous stories in Sprint 2 (leverage same UAT script)
A noticeable difference in Job Processing times as opposed to the old runs (must document benchmark and improvement in UAT results).  
The correct mappings for Total Sales Amount, Invoice Number and Product Code are per the Product Owners need.  
Add fields ""Share %"", ""Net Sales Post Share"" to *5109 + 5110: Commission Drill Downs for SD EOM / Crediting Date*, *5112: CPD - Growth Drill Downs*, *5111: CPD - Quota Attainment Drill Downs*, *1300: All Aligned Sales Transactions*",,,NONE,,,,,,,,,,,,,,,,,,,,AAKO-3983,,,,,,,,,,,,,,,,,,,,,,Done,,,,,,,,,,,,,,,,,,,1|ht0is7:,,,,,,,,,,,,,,,,AAKO - Stark - Acadia.4,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
